accx;accy;accz;time
536;-15920;-160;34296
536;-15920;-160;34468
560;-15900;-100;34640
560;-15900;-100;34816
560;-15900;-100;34988
560;-15900;-100;35160
560;-15900;-100;35332
560;-15900;-100;35504
572;-15912;-112;35676
572;-15912;-112;35856
572;-15912;-112;36028
572;-15912;-112;36200
572;-15912;-112;36372
596;-15964;-116;36544
596;-15964;-116;36716
596;-15964;-116;36896
596;-15964;-116;37068
596;-15964;-116;37240
596;-15964;-116;37412
600;-15960;-60;37584
600;-15960;-60;37756
600;-15960;-60;37936
600;-15960;-60;38108
600;-15960;-60;38280
600;-15960;-60;38452
556;-15944;-128;38624
556;-15944;-128;38800
556;-15944;-128;38972
556;-15944;-128;39144
556;-15944;-128;39316
556;-15944;-128;39492
516;-15936;-200;39664
516;-15936;-200;39840
516;-15936;-200;40012
516;-15936;-200;40184
516;-15936;-200;40356
516;-15960;-168;40528
516;-15960;-168;40700
516;-15960;-168;40880
516;-15960;-168;41052
516;-15960;-168;41224
516;-15960;-168;41396
480;-15996;-160;41568
480;-15996;-160;41740
480;-15996;-160;41920
480;-15996;-160;42092
480;-15996;-160;42264
480;-15996;-160;42436
424;-16004;-164;42608
424;-16004;-164;42780
424;-16004;-164;42960
424;-16004;-164;43132
424;-16004;-164;43304
424;-16004;-164;43476
444;-15968;-144;43648
444;-15968;-144;43820
444;-15968;-144;43996
444;-15968;-144;44168
444;-15968;-144;44340
484;-15944;-100;44512
484;-15944;-100;44688
484;-15944;-100;44860
484;-15944;-100;45036
484;-15944;-100;45208
484;-15944;-100;45380
508;-15980;-88;45552
508;-15980;-88;45724
508;-15980;-88;45896
508;-15980;-88;46076
508;-15980;-88;46248
508;-15980;-88;46420
504;-15956;-152;46592
504;-15956;-152;46764
504;-15956;-152;46936
504;-15956;-152;47116
504;-15956;-152;47288
504;-15956;-152;47460
504;-15952;-108;47632
504;-15952;-108;47804
504;-15952;-108;47976
504;-15952;-108;48156
504;-15952;-108;48328
504;-15952;-108;48500
536;-15936;-36;48672
536;-15936;-36;48844
536;-15936;-36;49016
536;-15936;-36;49192
536;-15936;-36;49364
532;-15928;-100;49536
532;-15928;-100;49708
532;-15928;-100;49884
532;-15928;-100;50060
532;-15928;-100;50232
532;-15928;-100;50404
528;-15940;-140;50576
528;-15940;-140;50748
528;-15940;-140;50920
528;-15940;-140;51100
528;-15940;-140;51272
528;-15940;-140;51444
512;-15956;-156;51616
512;-15956;-156;51788
512;-15956;-156;51960
512;-15956;-156;52140
512;-15956;-156;52312
512;-15956;-156;52484
492;-15964;-216;52656
492;-15964;-216;52828
492;-15964;-216;53000
492;-15964;-216;53180
492;-15964;-216;53352
520;-15924;-220;53524
520;-15924;-220;53696
520;-15924;-220;53868
520;-15924;-220;54040
520;-15924;-220;54216
520;-15924;-220;54388
532;-15932;-208;54560
532;-15932;-208;54732
532;-15932;-208;54908
532;-15932;-208;55080
532;-15932;-208;55256
532;-15932;-208;55428
520;-15980;-232;55600
520;-15980;-232;55772
520;-15980;-232;55944
520;-15980;-232;56116
520;-15980;-232;56296
520;-15980;-232;56468
524;-16020;-200;56640
524;-16020;-200;56812
524;-16020;-200;56984
524;-16020;-200;57156
524;-16020;-200;57336
532;-15996;-192;57508
532;-15996;-192;57680
532;-15996;-192;57852
532;-15996;-192;58024
532;-15996;-192;58196
532;-15996;-192;58376
512;-15936;-192;58548
512;-15936;-192;58720
512;-15936;-192;58892
512;-15936;-192;59064
512;-15936;-192;59236
512;-15936;-192;59412
480;-15924;-176;59584
480;-15924;-176;59756
480;-15924;-176;59928
480;-15924;-176;60104
480;-15924;-176;60276
480;-15924;-176;60452
516;-16004;-180;60624
516;-16004;-180;60796
516;-16004;-180;60968
516;-16004;-180;61140
516;-16004;-180;61320
516;-16004;-180;61492
532;-16040;-156;61664
532;-16040;-156;61836
532;-16040;-156;62008
532;-16040;-156;62180
532;-16040;-156;62360
464;-15972;-260;62532
464;-15972;-260;62704
464;-15972;-260;62876
464;-15972;-260;63048
464;-15972;-260;63220
464;-15972;-260;63396
480;-15976;-324;63572
480;-15976;-324;63744
480;-15976;-324;63916
480;-15976;-324;64088
480;-15976;-324;64260
480;-15976;-324;64436
500;-16016;-272;64608
500;-16016;-272;64780
500;-16016;-272;64952
500;-16016;-272;65124
500;-16016;-272;65296
500;-16016;-272;65476
468;-16004;-240;112
468;-16004;-240;284
468;-16004;-240;456
468;-16004;-240;628
468;-16004;-240;800
496;-15980;-200;980
496;-15980;-200;1152
496;-15980;-200;1324
496;-15980;-200;1496
496;-15980;-200;1668
496;-15980;-200;1840
532;-15968;-324;2020
532;-15968;-324;2192
532;-15968;-324;2364
532;-15968;-324;2536
532;-15968;-324;2708
532;-15968;-324;2880
540;-15976;-336;3056
540;-15976;-336;3228
540;-15976;-336;3404
540;-15976;-336;3576
540;-15976;-336;3748
540;-15976;-336;3920
484;-16008;-228;4096
484;-16008;-228;4268
484;-16008;-228;4440
484;-16008;-228;4612
484;-16008;-228;4784
436;-16028;-276;4956
436;-16028;-276;5136
436;-16028;-276;5308
436;-16028;-276;5480
436;-16028;-276;5652
436;-16028;-276;5824
516;-16004;-248;5996
516;-16004;-248;6176
516;-16004;-248;6348
516;-16004;-248;6520
516;-16004;-248;6692
516;-16004;-248;6864
568;-15952;-176;7036
568;-15952;-176;7216
568;-15952;-176;7388
568;-15952;-176;7560
568;-15952;-176;7732
568;-15952;-176;7904
532;-15992;-128;8080
532;-15992;-128;8252
532;-15992;-128;8424
532;-15992;-128;8600
532;-15992;-128;8772
532;-15992;-128;8944
508;-16020;-168;9120
508;-16020;-168;9292
508;-16020;-168;9464
508;-16020;-168;9636
508;-16020;-168;9808
464;-15936;-252;9980
464;-15936;-252;10160
464;-15936;-252;10332
464;-15936;-252;10504
464;-15936;-252;10676
464;-15936;-252;10848
484;-15908;-248;11020
484;-15908;-248;11200
484;-15908;-248;11372
484;-15908;-248;11544
484;-15908;-248;11716
484;-15908;-248;11888
480;-15956;-244;12060
480;-15956;-244;12240
480;-15956;-244;12412
480;-15956;-244;12584
480;-15956;-244;12756
480;-15956;-244;12928
440;-15996;-172;13100
440;-15996;-172;13276
440;-15996;-172;13448
440;-15996;-172;13620
440;-15996;-172;13796
448;-16024;-136;13968
448;-16024;-136;14140
448;-16024;-136;14316
448;-16024;-136;14488
448;-16024;-136;14660
448;-16024;-136;14832
492;-16056;-144;15004
492;-16056;-144;15176
492;-16056;-144;15356
492;-16056;-144;15528
492;-16056;-144;15700
492;-16056;-144;15872
536;-16048;-108;16044
536;-16048;-108;16216
536;-16048;-108;16396
536;-16048;-108;16568
536;-16048;-108;16740
536;-16048;-108;16912
540;-15960;-132;17084
540;-15960;-132;17256
540;-15960;-132;17436
540;-15960;-132;17608
540;-15960;-132;17780
560;-15944;-184;17952
560;-15944;-184;18124
560;-15944;-184;18296
560;-15944;-184;18472
560;-15944;-184;18644
560;-15944;-184;18816
504;-16008;-200;18988
504;-16008;-200;19164
504;-16008;-200;19340
504;-16008;-200;19512
504;-16008;-200;19684
504;-16008;-200;19856
496;-15992;-196;20028
496;-15992;-196;20200
496;-15992;-196;20380
496;-15992;-196;20552
496;-15992;-196;20724
496;-15992;-196;20896
520;-16004;-192;21068
520;-16004;-192;21240
520;-16004;-192;21420
520;-16004;-192;21592
520;-16004;-192;21764
520;-16004;-192;21936
472;-16020;-216;22108
472;-16020;-216;22280
472;-16020;-216;22456
472;-16020;-216;22632
472;-16020;-216;22804
480;-15928;-236;22976
480;-15928;-236;23148
480;-15928;-236;23320
480;-15928;-236;23496
480;-15928;-236;23668
480;-15928;-236;23840
500;-15856;-144;24012
500;-15856;-144;24184
500;-15856;-144;24360
500;-15856;-144;24536
500;-15856;-144;24708
500;-15856;-144;24880
508;-15896;-144;25052
508;-15896;-144;25224
508;-15896;-144;25396
508;-15896;-144;25576
508;-15896;-144;25748
508;-15896;-144;25920
504;-15960;-240;26092
504;-15960;-240;26264
504;-15960;-240;26436
504;-15960;-240;26616
504;-15960;-240;26788
476;-15976;-272;26960
476;-15976;-272;27132
476;-15976;-272;27304
476;-15976;-272;27476
476;-15976;-272;27652
476;-15976;-272;27828
452;-15984;-252;28000
452;-15984;-252;28172
452;-15984;-252;28344
452;-15984;-252;28516
452;-15984;-252;28692
452;-15984;-252;28864
480;-16028;-240;29036
480;-16028;-240;29208
480;-16028;-240;29384
480;-16028;-240;29556
480;-16028;-240;29732
480;-16028;-240;29904
512;-16064;-220;30076
512;-16064;-220;30248
512;-16064;-220;30420
512;-16064;-220;30600
512;-16064;-220;30772
476;-16028;-176;30944
476;-16028;-176;31116
476;-16028;-176;31288
476;-16028;-176;31460
476;-16028;-176;31640
476;-16028;-176;31812
476;-15956;-76;31984
476;-15956;-76;32156
476;-15956;-76;32328
476;-15956;-76;32500
476;-15956;-76;32676
476;-15956;-76;32852
508;-15964;-32;33024
508;-15964;-32;33196
508;-15964;-32;33368
508;-15964;-32;33540
508;-15964;-32;33716
508;-15964;-32;33888
480;-16036;-120;34060
480;-16036;-120;34232
480;-16036;-120;34404
480;-16036;-120;34580
480;-16036;-120;34756
480;-16036;-120;34928
428;-16012;-148;35100
428;-16012;-148;35272
428;-16012;-148;35444
428;-16012;-148;35616
428;-16012;-148;35796
432;-15968;-60;35968
432;-15968;-60;36140
432;-15968;-60;36312
432;-15968;-60;36484
432;-15968;-60;36656
432;-15968;-60;36836
476;-15980;-24;37008
476;-15980;-24;37180
476;-15980;-24;37352
476;-15980;-24;37524
476;-15980;-24;37696
476;-15980;-24;37872
484;-15960;-32;38044
484;-15960;-32;38220
484;-15960;-32;38392
484;-15960;-32;38564
484;-15960;-32;38736
484;-15960;-32;38912
456;-15984;-40;39084
456;-15984;-40;39256
456;-15984;-40;39428
456;-15984;-40;39600
456;-15984;-40;39772
472;-16028;-104;39952
472;-16028;-104;40124
472;-16028;-104;40296
472;-16028;-104;40468
472;-16028;-104;40640
472;-16028;-104;40812
504;-15980;-116;40992
504;-15980;-116;41164
504;-15980;-116;41336
504;-15980;-116;41508
504;-15980;-116;41680
504;-15980;-116;41852
512;-15920;4;42032
512;-15920;4;42204
512;-15920;4;42376
512;-15920;4;42548
512;-15920;4;42720
512;-15920;4;42896
500;-15964;44;43068
500;-15964;44;43240
500;-15964;44;43412
500;-15964;44;43588
500;-15964;44;43760
496;-16012;-40;43936
496;-16012;-40;44108
496;-16012;-40;44280
496;-16012;-40;44452
496;-16012;-40;44624
496;-16012;-40;44796
500;-15984;-28;44976
500;-15984;-28;45148
500;-15984;-28;45320
500;-15984;-28;45492
500;-15984;-28;45664
500;-15984;-28;45836
480;-15964;-80;46016
480;-15964;-80;46188
480;-15964;-80;46360
480;-15964;-80;46532
480;-15964;-80;46704
480;-15964;-80;46876
460;-15968;-84;47056
460;-15968;-84;47228
460;-15968;-84;47400
460;-15968;-84;47572
460;-15968;-84;47744
460;-15968;-84;47916
472;-15948;28;48092
472;-15948;28;48264
472;-15948;28;48436
472;-15948;28;48608
472;-15948;28;48784
520;-15908;36;48956
520;-15908;36;49132
520;-15908;36;49304
520;-15908;36;49476
520;-15908;36;49648
520;-15908;36;49820
524;-15932;0;49992
524;-15932;0;50172
524;-15932;0;50344
524;-15932;0;50516
524;-15932;0;50688
524;-15932;0;50860
504;-15976;-12;51032
504;-15976;-12;51212
504;-15976;-12;51384
504;-15976;-12;51556
504;-15976;-12;51728
504;-15976;-12;51900
464;-15972;-32;52072
464;-15972;-32;52252
464;-15972;-32;52424
464;-15972;-32;52596
464;-15972;-32;52768
452;-15952;-40;52940
452;-15952;-40;53112
452;-15952;-40;53288
452;-15952;-40;53460
452;-15952;-40;53632
452;-15952;-40;53804
492;-15940;48;53980
492;-15940;48;54156
492;-15940;48;54328
492;-15940;48;54500
492;-15940;48;54672
492;-15940;48;54844
504;-15944;116;55016
504;-15944;116;55196
504;-15944;116;55368
504;-15944;116;55540
504;-15944;116;55712
504;-15944;116;55884
496;-15992;72;56056
496;-15992;72;56236
496;-15992;72;56408
496;-15992;72;56580
496;-15992;72;56752
464;-16028;84;56924
464;-16028;84;57096
464;-16028;84;57272
464;-16028;84;57448
464;-16028;84;57620
464;-16028;84;57792
492;-16008;124;57964
492;-16008;124;58136
492;-16008;124;58312
492;-16008;124;58484
492;-16008;124;58656
492;-16008;124;58828
512;-15992;76;59000
512;-15992;76;59172
512;-15992;76;59352
512;-15992;76;59524
512;-15992;76;59696
512;-15992;76;59868
492;-15980;144;60040
492;-15980;144;60212
492;-15980;144;60392
492;-15980;144;60564
492;-15980;144;60736
492;-15980;144;60908
472;-15988;200;61080
472;-15988;200;61252
472;-15988;200;61432
472;-15988;200;61604
472;-15988;200;61776
476;-15948;208;61948
476;-15948;208;62120
476;-15948;208;62292
476;-15948;208;62468
476;-15948;208;62640
476;-15948;208;62816
512;-15944;208;62988
512;-15944;208;63160
512;-15944;208;63332
512;-15944;208;63508
512;-15944;208;63680
512;-15944;208;63852
504;-15972;148;64024
504;-15972;148;64196
504;-15972;148;64368
504;-15972;148;64548
504;-15972;148;64720
504;-15972;148;64892
524;-15964;188;65064
524;-15964;188;65236
524;-15964;188;65416
524;-15964;188;52
524;-15964;188;224
544;-15944;256;396
544;-15944;256;568
544;-15944;256;740
544;-15944;256;920
544;-15944;256;1092
544;-15944;256;1264
532;-15908;236;1436
532;-15908;236;1608
532;-15908;236;1780
532;-15908;236;1956
532;-15908;236;2128
532;-15908;236;2300
520;-15904;196;2476
520;-15904;196;2648
520;-15904;196;2820
520;-15904;196;2996
520;-15904;196;3168
520;-15904;196;3340
540;-15928;304;3512
540;-15928;304;3684
540;-15928;304;3856
540;-15928;304;4036
540;-15928;304;4208
528;-15944;392;4380
528;-15944;392;4552
528;-15944;392;4724
528;-15944;392;4896
528;-15944;392;5076
528;-15944;392;5248
488;-15932;468;5420
488;-15932;468;5592
488;-15932;468;5764
488;-15932;468;5936
488;-15932;468;6116
488;-15932;468;6288
448;-15944;404;6460
448;-15944;404;6632
448;-15944;404;6804
448;-15944;404;6976
448;-15944;404;7152
448;-15944;404;7324
456;-15964;352;7500
456;-15964;352;7672
456;-15964;352;7844
456;-15964;352;8016
456;-15964;352;8192
456;-15964;352;8364
460;-15992;444;8536
460;-15992;444;8708
460;-15992;444;8880
460;-15992;444;9052
460;-15992;444;9232
444;-15960;428;9404
444;-15960;428;9576
444;-15960;428;9748
444;-15960;428;9920
444;-15960;428;10092
444;-15960;428;10272
488;-15884;444;10444
488;-15884;444;10616
488;-15884;444;10788
488;-15884;444;10960
488;-15884;444;11132
488;-15884;444;11312
512;-15868;580;11484
512;-15868;580;11656
512;-15868;580;11828
512;-15868;580;12000
512;-15868;580;12176
512;-15868;580;12348
468;-15876;620;12520
468;-15876;620;12696
468;-15876;620;12868
468;-15876;620;13040
468;-15876;620;13216
444;-15884;492;13388
444;-15884;492;13560
444;-15884;492;13732
444;-15884;492;13904
444;-15884;492;14076
444;-15884;492;14256
456;-15912;440;14428
456;-15912;440;14600
456;-15912;440;14772
456;-15912;440;14944
456;-15912;440;15116
456;-15912;440;15296
484;-15916;464;15468
484;-15916;464;15640
484;-15916;464;15812
484;-15916;464;15984
484;-15916;464;16156
484;-15916;464;16336
528;-15888;480;16508
528;-15888;480;16680
528;-15888;480;16852
528;-15888;480;17024
528;-15888;480;17196
588;-15932;468;17372
588;-15932;468;17544
588;-15932;468;17716
588;-15932;468;17892
588;-15932;468;18064
588;-15932;468;18236
560;-15964;464;18412
560;-15964;464;18584
560;-15964;464;18756
560;-15964;464;18928
560;-15964;464;19100
560;-15964;464;19272
464;-15924;496;19452
464;-15924;496;19624
464;-15924;496;19796
464;-15924;496;19968
464;-15924;496;20140
464;-15924;496;20312
460;-15952;564;20492
460;-15952;564;20664
460;-15952;564;20836
460;-15952;564;21008
460;-15952;564;21180
460;-15952;564;21352
448;-15944;576;21532
448;-15944;576;21704
448;-15944;576;21876
448;-15944;576;22048
448;-15944;576;22220
452;-15916;536;22392
452;-15916;536;22568
452;-15916;536;22740
452;-15916;536;22912
452;-15916;536;23084
452;-15916;536;23260
492;-15904;576;23436
492;-15904;576;23608
492;-15904;576;23780
492;-15904;576;23952
492;-15904;576;24124
492;-15904;576;24296
504;-15928;552;24476
504;-15928;552;24648
504;-15928;552;24820
504;-15928;552;24992
504;-15928;552;25164
504;-15928;552;25336
480;-15988;452;25516
480;-15988;452;25688
480;-15988;452;25860
480;-15988;452;26032
480;-15988;452;26204
436;-15980;424;26376
436;-15980;424;26552
436;-15980;424;26728
436;-15980;424;26900
436;-15980;424;27072
436;-15980;424;27244
476;-15980;472;27416
476;-15980;472;27592
476;-15980;472;27764
476;-15980;472;27936
476;-15980;472;28108
476;-15980;472;28280
508;-15972;500;28456
508;-15972;500;28632
508;-15972;500;28804
508;-15972;500;28976
508;-15972;500;29148
508;-15972;500;29320
480;-15920;548;29492
480;-15920;548;29672
480;-15920;548;29844
480;-15920;548;30016
480;-15920;548;30188
444;-15900;680;30360
444;-15900;680;30532
444;-15900;680;30712
444;-15900;680;30884
444;-15900;680;31056
444;-15900;680;31228
472;-15884;720;31400
472;-15884;720;31572
472;-15884;720;31748
472;-15884;720;31924
472;-15884;720;32096
472;-15884;720;32268
520;-15840;696;32440
520;-15840;696;32612
520;-15840;696;32788
520;-15840;696;32960
520;-15840;696;33132
520;-15840;696;33304
472;-15884;640;33476
472;-15884;640;33652
472;-15884;640;33828
472;-15884;640;34000
472;-15884;640;34172
472;-15884;640;34344
472;-15924;564;34516
472;-15924;564;34696
472;-15924;564;34868
472;-15924;564;35040
472;-15924;564;35212
520;-15892;576;35384
520;-15892;576;35556
520;-15892;576;35736
520;-15892;576;35908
520;-15892;576;36080
520;-15892;576;36252
552;-15908;688;36424
552;-15908;688;36596
552;-15908;688;36772
552;-15908;688;36944
552;-15908;688;37120
552;-15908;688;37292
524;-15924;740;37464
524;-15924;740;37636
524;-15924;740;37812
524;-15924;740;37984
524;-15924;740;38156
524;-15924;740;38328
464;-15896;696;38500
464;-15896;696;38672
464;-15896;696;38852
464;-15896;696;39024
464;-15896;696;39196
504;-15908;724;39368
504;-15908;724;39540
504;-15908;724;39712
504;-15908;724;39892
504;-15908;724;40064
504;-15908;724;40236
524;-15904;792;40408
524;-15904;792;40580
524;-15904;792;40752
524;-15904;792;40932
524;-15904;792;41104
524;-15904;792;41276
468;-15912;824;41448
468;-15912;824;41620
468;-15912;824;41792
468;-15912;824;41968
468;-15912;824;42140
468;-15912;824;42312
444;-15928;832;42488
444;-15928;832;42660
444;-15928;832;42832
444;-15928;832;43008
444;-15928;832;43180
432;-15916;848;43352
432;-15916;848;43524
432;-15916;848;43696
432;-15916;848;43868
432;-15916;848;44048
432;-15916;848;44220
456;-15896;872;44392
456;-15896;872;44564
456;-15896;872;44736
456;-15896;872;44908
456;-15896;872;45088
456;-15896;872;45260
456;-15908;852;45432
456;-15908;852;45604
456;-15908;852;45776
456;-15908;852;45948
456;-15908;852;46128
456;-15908;852;46300
460;-15932;796;46472
460;-15932;796;46644
460;-15932;796;46816
460;-15932;796;46992
460;-15932;796;47164
460;-15932;796;47336
504;-15904;772;47508
504;-15904;772;47684
504;-15904;772;47856
504;-15904;772;48032
504;-15904;772;48204
520;-15892;800;48376
520;-15892;800;48548
520;-15892;800;48720
520;-15892;800;48892
520;-15892;800;49072
520;-15892;800;49244
552;-15892;776;49416
552;-15892;776;49588
552;-15892;776;49760
552;-15892;776;49932
552;-15892;776;50112
552;-15892;776;50284
516;-15900;752;50456
516;-15900;752;50628
516;-15900;752;50800
516;-15900;752;50972
516;-15900;752;51152
516;-15900;752;51324
468;-15884;748;51496
468;-15884;748;51668
468;-15884;748;51840
468;-15884;748;52012
468;-15884;748;52188
480;-15864;740;52360
480;-15864;740;52532
480;-15864;740;52708
480;-15864;740;52880
480;-15864;740;53052
480;-15864;740;53228
516;-15892;768;53400
516;-15892;768;53572
516;-15892;768;53744
516;-15892;768;53916
516;-15892;768;54088
516;-15892;768;54268
560;-15936;776;54440
560;-15936;776;54612
560;-15936;776;54784
560;-15936;776;54956
560;-15936;776;55128
560;-15936;776;55308
576;-15900;760;55480
576;-15900;760;55652
576;-15900;760;55824
576;-15900;760;55996
576;-15900;760;56168
504;-15896;716;56348
504;-15896;716;56520
504;-15896;716;56692
504;-15896;716;56864
504;-15896;716;57036
504;-15896;716;57208
476;-15936;656;57384
476;-15936;656;57556
476;-15936;656;57728
476;-15936;656;57904
476;-15936;656;58076
476;-15936;656;58252
512;-15936;636;58424
512;-15936;636;58596
512;-15936;636;58768
512;-15936;636;58940
512;-15936;636;59112
512;-15936;636;59292
464;-15924;700;59464
464;-15924;700;59636
464;-15924;700;59808
464;-15924;700;59980
464;-15924;700;60152
464;-15924;700;60332
456;-15892;780;60504
456;-15892;780;60676
456;-15892;780;60848
456;-15892;780;61020
456;-15892;780;61192
464;-15876;840;61372
464;-15876;840;61544
464;-15876;840;61716
464;-15876;840;61888
464;-15876;840;62060
464;-15876;840;62232
496;-15868;800;62408
496;-15868;800;62580
496;-15868;800;62752
496;-15868;800;62924
496;-15868;800;63100
496;-15868;800;63272
532;-15912;736;63448
532;-15912;736;63620
532;-15912;736;63792
532;-15912;736;63964
532;-15912;736;64136
532;-15912;736;64308
516;-15920;740;64488
516;-15920;740;64660
516;-15920;740;64832
516;-15920;740;65004
516;-15920;740;65176
524;-15944;696;65348
524;-15944;696;65528
524;-15944;696;164
524;-15944;696;336
524;-15944;696;508
524;-15944;696;680
540;-15952;732;852
540;-15952;732;1032
540;-15952;732;1204
540;-15952;732;1376
540;-15952;732;1548
540;-15952;732;1720
484;-15908;744;1892
484;-15908;744;2068
484;-15908;744;2240
484;-15908;744;2412
484;-15908;744;2584
484;-15908;744;2756
440;-15916;656;2932
440;-15916;656;3108
440;-15916;656;3280
440;-15916;656;3452
440;-15916;656;3624
440;-15916;656;3796
460;-15920;612;3976
460;-15920;612;4148
460;-15920;612;4320
460;-15920;612;4492
460;-15920;612;4664
428;-15900;612;4836
428;-15900;612;5016
428;-15900;612;5188
428;-15900;612;5360
428;-15900;612;5532
428;-15900;612;5704
456;-15904;708;5876
456;-15904;708;6052
456;-15904;708;6224
456;-15904;708;6400
456;-15904;708;6572
456;-15904;708;6744
524;-15936;796;6916
524;-15936;796;7092
524;-15936;796;7264
524;-15936;796;7436
524;-15936;796;7608
524;-15936;796;7780
540;-15928;708;7952
540;-15928;708;8132
540;-15928;708;8304
540;-15928;708;8476
540;-15928;708;8648
568;-15928;632;8820
568;-15928;632;8992
568;-15928;632;9172
568;-15928;632;9344
568;-15928;632;9516
568;-15928;632;9688
532;-15924;652;9860
532;-15924;652;10032
532;-15924;652;10212
532;-15924;652;10384
532;-15924;652;10556
532;-15924;652;10728
504;-15920;612;10900
504;-15920;612;11072
504;-15920;612;11248
504;-15920;612;11420
504;-15920;612;11596
504;-15920;612;11768
504;-15940;532;11940
504;-15940;532;12112
504;-15940;532;12288
504;-15940;532;12460
504;-15940;532;12632
528;-15972;452;12804
528;-15972;452;12976
528;-15972;452;13148
528;-15972;452;13328
528;-15972;452;13500
528;-15972;452;13672
544;-15968;516;13844
544;-15968;516;14016
544;-15968;516;14188
544;-15968;516;14368
544;-15968;516;14540
544;-15968;516;14712
536;-15980;564;14884
536;-15980;564;15056
536;-15980;564;15228
536;-15980;564;15408
536;-15980;564;15580
536;-15980;564;15752
564;-15980;412;15924
564;-15980;412;16096
564;-15980;412;16272
564;-15980;412;16444
564;-15980;412;16616
528;-15928;412;16792
528;-15928;412;16964
528;-15928;412;17136
528;-15928;412;17312
528;-15928;412;17484
528;-15928;412;17656
504;-15932;420;17828
504;-15932;420;18000
504;-15932;420;18172
504;-15932;420;18352
504;-15932;420;18524
504;-15932;420;18696
528;-15968;300;18868
528;-15968;300;19040
528;-15968;300;19212
528;-15968;300;19392
528;-15968;300;19564
528;-15968;300;19736
552;-16000;276;19908
552;-16000;276;20080
552;-16000;276;20252
552;-16000;276;20432
552;-16000;276;20604
552;-16000;276;20776
536;-16004;296;20948
536;-16004;296;21120
536;-16004;296;21292
536;-16004;296;21468
536;-16004;296;21640
528;-15952;344;21812
528;-15952;344;21984
528;-15952;344;22160
528;-15952;344;22332
528;-15952;344;22508
528;-15952;344;22680
532;-15948;316;22852
532;-15948;316;23024
532;-15948;316;23196
532;-15948;316;23368
532;-15948;316;23548
532;-15948;316;23720
492;-15960;276;23892
492;-15960;276;24064
492;-15960;276;24236
492;-15960;276;24408
492;-15960;276;24588
492;-15960;276;24760
476;-15920;344;24932
476;-15920;344;25104
476;-15920;344;25276
476;-15920;344;25448
476;-15920;344;25628
480;-15896;316;25800
480;-15896;316;25972
480;-15896;316;26144
480;-15896;316;26316
480;-15896;316;26488
480;-15896;316;26664
460;-15896;288;26836
460;-15896;288;27012
460;-15896;288;27184
460;-15896;288;27356
460;-15896;288;27532
460;-15896;288;27704
468;-15940;316;27876
468;-15940;316;28048
468;-15940;316;28220
468;-15940;316;28392
468;-15940;316;28572
468;-15940;316;28744
496;-15972;328;28916
496;-15972;328;29088
496;-15972;328;29260
496;-15972;328;29432
496;-15972;328;29612
504;-15952;328;29784
504;-15952;328;29956
504;-15952;328;30128
504;-15952;328;30300
504;-15952;328;30472
504;-15952;328;30652
524;-15952;292;30824
524;-15952;292;30996
524;-15952;292;31168
524;-15952;292;31340
524;-15952;292;31512
524;-15952;292;31688
532;-15976;252;31860
532;-15976;252;32032
532;-15976;252;32204
532;-15976;252;32380
532;-15976;252;32552
532;-15976;252;32728
556;-15968;252;32900
556;-15968;252;33072
556;-15968;252;33244
556;-15968;252;33416
556;-15968;252;33588
556;-15968;252;33768
580;-15964;252;33940
580;-15964;252;34112
580;-15964;252;34284
580;-15964;252;34456
580;-15964;252;34628
556;-15952;244;34808
556;-15952;244;34980
556;-15952;244;35152
556;-15952;244;35324
556;-15952;244;35496
556;-15952;244;35668
544;-15960;296;35848
544;-15960;296;36020
544;-15960;296;36192
544;-15960;296;36364
544;-15960;296;36536
544;-15960;296;36708
528;-15928;248;36884
528;-15928;248;37056
528;-15928;248;37228
528;-15928;248;37400
528;-15928;248;37576
528;-15928;248;37748
520;-15924;124;37924
520;-15924;124;38096
520;-15924;124;38268
520;-15924;124;38440
520;-15924;124;38612
520;-15960;24;38792
520;-15960;24;38964
520;-15960;24;39136
520;-15960;24;39308
520;-15960;24;39480
520;-15960;24;39652
488;-15988;24;39832
488;-15988;24;40004
488;-15988;24;40176
488;-15988;24;40348
488;-15988;24;40520
488;-15988;24;40692
480;-16000;80;40868
480;-16000;80;41044
480;-16000;80;41216
480;-16000;80;41388
480;-16000;80;41560
480;-16000;80;41732
488;-16004;132;41908
488;-16004;132;42080
488;-16004;132;42252
488;-16004;132;42424
488;-16004;132;42596
488;-16004;132;42772
484;-16016;72;42948
484;-16016;72;43120
484;-16016;72;43292
484;-16016;72;43464
484;-16016;72;43636
460;-15944;4;43808
460;-15944;4;43988
460;-15944;4;44160
460;-15944;4;44332
460;-15944;4;44504
460;-15944;4;44676
492;-15928;-32;44848
492;-15928;-32;45028
492;-15928;-32;45200
492;-15928;-32;45372
492;-15928;-32;45544
492;-15928;-32;45716
528;-15952;-16;45888
528;-15952;-16;46064
528;-15952;-16;46236
528;-15952;-16;46408
528;-15952;-16;46584
528;-15952;-16;46756
508;-15940;-4;46928
508;-15940;-4;47104
508;-15940;-4;47276
508;-15940;-4;47448
508;-15940;-4;47620
512;-15960;-88;47792
512;-15960;-88;47964
512;-15960;-88;48144
512;-15960;-88;48316
512;-15960;-88;48488
512;-15960;-88;48660
488;-16020;-148;48832
488;-16020;-148;49004
488;-16020;-148;49184
488;-16020;-148;49356
488;-16020;-148;49528
488;-16020;-148;49700
460;-16064;-228;49872
460;-16064;-228;50044
460;-16064;-228;50224
